Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
molten.annealedcopper,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@345,熔融退火铜单元,gregtech:gt.metaitem.99
molten.antimony,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@3,熔融锑胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.antimony,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@58,熔融锑单元,gregtech:gt.metaitem.99
molten.arcanite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellArcanite@0,奥金单元,miscutils:itemCellArcanite
molten.arceusalloy2b,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellArceusAlloy2B@0,阿尔宙斯合金2B单元,miscutils:itemCellArceusAlloy2B
molten.ardite,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@131,熔融阿迪特胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.ardite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@382,熔融阿迪特单元,gregtech:gt.metaitem.99
molten.arsenic,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@5,熔融砷胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.arsenic,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@39,熔融砷单元,gregtech:gt.metaitem.99
molten.artherium-sn,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10102,熔融阿瑟锡胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.artherium-sn,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10102,熔融阿瑟锡单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.astatine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAstatine@0,砹单元,miscutils:itemCellAstatine
molten.astralsilver,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@699,熔融星辰银胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.astralsilver,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@333,熔融星辰银单元,gregtech:gt.metaitem.99
molten.astraltitanium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellAstralTitanium@0,星体钛单元,miscutils:itemCellAstralTitanium
molten.atlarus,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@133,熔融深金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.atlarus,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@965,熔融深金单元,gregtech:gt.metaitem.99
molten.atomic separation catalyst,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10022,熔融原子分离催化剂胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.atomic separation catalyst,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10022,熔融原子分离催化剂单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.babbitalloy,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBabbitAlloy@0,巴氏合金单元,miscutils:itemCellBabbitAlloy
molten.barium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@6,熔融钡胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.barium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@63,熔融钡单元,gregtech:gt.metaitem.99
molten.bartimaeusnek,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@43,熔融BArTiMaEuSNeK单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.bartimaeusnek,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@43,熔融BArTiMaEuSNeK胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.batteryalloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@342,熔融电池合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.batteryalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@315,熔融电池合金单元,gregtech:gt.metaitem.99
molten.bedrockium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@702,熔融基岩胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.bedrockium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@395,熔融基岩单元,gregtech:gt.metaitem.99
molten.berkelium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBerkelium@0,锫单元,miscutils:itemCellBerkelium
molten.beryllium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@7,熔融铍胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.beryllium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@8,熔融铍单元,gregtech:gt.metaitem.99
molten.berylliumfluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBerylliumFluoride@0,氟化铍单元,miscutils:itemCellBerylliumFluoride
molten.berylliumhydroxide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBerylliumHydroxide@0,氢氧化铍单元,miscutils:itemCellBerylliumHydroxide
molten.bismuth,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@8,熔融铋胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.bismuth,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@90,熔融铋单元,gregtech:gt.metaitem.99
molten.bismuthbronze,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@570,熔融铋青铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.bismuthbronze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@353,熔融铋青铜单元,gregtech:gt.metaitem.99
molten.bisphenol_a,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30669,双酚A单元,gregtech:gt.metaitem.01
molten.blackbronze,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@569,熔融黑青铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.blackbronze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@352,熔融黑青铜单元,gregtech:gt.metaitem.99
molten.blackmetal,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBlackMetal@0,黑物质单元,miscutils:itemCellBlackMetal
molten.blackplutonium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@673,熔融黑钚胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.blackplutonium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@388,熔融黑钚单元,gregtech:gt.metaitem.99
molten.blacksteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@571,熔融黑钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.blacksteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@334,熔融黑钢单元,gregtech:gt.metaitem.99
molten.blacktitanium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBlackTitanium@0,黑钛单元,miscutils:itemCellBlackTitanium
molten.blaze,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@552,熔融烈焰胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.blaze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@801,熔融烈焰单元,gregtech:gt.metaitem.99
molten.bloodinfusediron,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@668,熔融注血铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.bloodinfusediron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@977,熔融注血铁单元,gregtech:gt.metaitem.99
molten.bloodsteel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBloodSteel@0,血钢单元,miscutils:itemCellBloodSteel
molten.bluealloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@696,熔融蓝色合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.bluealloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@309,熔融蓝色合金单元,gregtech:gt.metaitem.99
molten.bluesteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@573,熔融蓝钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.bluesteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@349,熔融蓝钢单元,gregtech:gt.metaitem.99
molten.borosilicateglass,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@543,熔融硼玻璃胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.borosilicateglass,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@611,熔融硼玻璃单元,gregtech:gt.metaitem.99
molten.botmium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBotmium@0,博特姆合金单元,miscutils:itemCellBotmium
molten.brass,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@345,熔融黄铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.brass,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@301,熔融黄铜单元,gregtech:gt.metaitem.99
molten.bromine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBromine@0,溴单元,miscutils:itemCellBromine
molten.bronze,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@346,熔融青铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.bronze,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@300,熔融青铜单元,gregtech:gt.metaitem.99
molten.burntreactorfueli,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBurntReactorFuelI@0,枯竭反应堆燃料 I单元,miscutils:itemCellBurntReactorFuelI
molten.burntreactorfuelii,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellBurntReactorFuelII@0,枯竭反应堆燃料 II单元,miscutils:itemCellBurntReactorFuelII
molten.caesium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@10,熔融铯胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.caesium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@62,熔融铯单元,gregtech:gt.metaitem.99
molten.calcium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@40,熔融钙单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.calcium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@40,熔融钙胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.calcium fluoride,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@11124,熔融氟化钙胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.calcium fluoride,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@11124,熔融氟化钙单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.californium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@39,熔融锎单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.californium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@39,熔融锎胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.californium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellCalifornium@0,锎单元,miscutils:itemCellCalifornium
molten.callistoice,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@674,熔融木卫四冰胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.callistoice,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@389,熔融木卫四冰单元,gregtech:gt.metaitem.99
molten.carmot,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@141,熔融点金石胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.carmot,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@962,熔融点金石单元,gregtech:gt.metaitem.99
molten.celenegil,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@142,熔融幽冥剧毒结晶胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.celenegil,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@964,熔融幽冥剧毒结晶单元,gregtech:gt.metaitem.99
molten.celestialtungsten,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellCelestialTungsten@0,天体钨单元,miscutils:itemCellCelestialTungsten
molten.cerium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@14,熔融铈胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.cerium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@65,熔融铈单元,gregtech:gt.metaitem.99
molten.ceruclase,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@144,熔融暗影秘银胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.ceruclase,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@952,熔融暗影秘银单元,gregtech:gt.metaitem.99
molten.cheese,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@280,熔融奶酪胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.cheese,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@894,熔融奶酪单元,gregtech:gt.metaitem.99
molten.chloroaceticacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellChloroaceticAcid@0,一氯乙酸单元,miscutils:itemCellChloroaceticAcid
molten.chloroaceticmixture,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellChloroaceticMixture@0,氯乙酸混合物单元,miscutils:itemCellChloroaceticMixture
molten.chromaticglass,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellChromaticGlass@0,彩色玻璃单元,miscutils:itemCellChromaticGlass
molten.chrome,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@16,熔融铬胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.chrome,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@30,熔融铬单元,gregtech:gt.metaitem.99
molten.chromiumdioxide,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@354,熔融二氧化铬胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.chromiumdioxide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@361,熔融二氧化铬单元,gregtech:gt.metaitem.99
molten.chrysotile,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@594,熔融石棉胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.chrysotile,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@912,熔融白石棉单元,gregtech:gt.metaitem.99
molten.cinobitea243,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellCinobiteA243@0,西诺柏A243单元,miscutils:itemCellCinobiteA243
molten.cobalt,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@17,熔融钴胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.cobalt,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@33,熔融钴单元,gregtech:gt.metaitem.99
molten.cobaltbrass,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@579,熔融钴黄铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.cobaltbrass,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@343,熔融钴黄铜单元,gregtech:gt.metaitem.99
molten.conductiveiron,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@680,熔融导电铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.conductiveiron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@369,熔融导电铁单元,gregtech:gt.metaitem.99
molten.copper,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@18,熔融铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.copper,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@35,熔融铜单元,gregtech:gt.metaitem.99
molten.cosmicneutronium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@705,熔融宇宙中子素胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.cosmicneutronium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@982,熔融宇宙中子素单元,gregtech:gt.metaitem.99
molten.crudesteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@687,熔融复合粘土胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.crudesteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@402,熔融复合粘土单元,gregtech:gt.metaitem.99
molten.crystallinealloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@688,熔融晶化合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.crystallinealloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@403,熔融晶化合金单元,gregtech:gt.metaitem.99
molten.crystallinepinkslime,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@691,熔融晶化粉红史莱姆胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.crystallinepinkslime,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@406,熔融晶化粉红史莱姆单元,gregtech:gt.metaitem.99
molten.cupronickel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@361,熔融白铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.cupronickel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@310,熔融白铜单元,gregtech:gt.metaitem.99
molten.curium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellCurium@0,锔单元,miscutils:itemCellCurium
molten.cyanoacrylatepolymer,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellCyanoacrylatePolymer@0,氰基丙烯酸酯聚合物单元,miscutils:itemCellCyanoacrylatePolymer
molten.dalisenite,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10104,熔融大力合金胶囊,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.dalisenite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10104,熔融大力合金单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.damascussteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@574,熔融大马士革钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.damascussteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@335,熔融大马士革钢单元,gregtech:gt.metaitem.99
molten.darkiron,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@156,熔融玄铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.darkiron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@342,熔融玄铁单元,gregtech:gt.metaitem.99
molten.darksteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@685,熔融玄钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.darksteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@364,熔融玄钢单元,gregtech:gt.metaitem.99
molten.deepiron,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@363,熔融深渊铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.deepiron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@829,熔融深渊铁单元,gregtech:gt.metaitem.99
